"SCQ_1","SCQ_2i","SCQ_3","SCQ_4","SCQ_5","SCQ_6","SCQ_7","SCQ_8","SCQ_9","SCQ_10","SCQ_11","SCQ_12","SCQ_13","SCQ_14","SCQ_15","SCQ_16","SCQ_17","SCQ_18","SCQ_19i","SCQ_20","SCQ_21","SCQ_22i","SCQ_23","SCQ_24","SCQ_25","SCQ_26","SCQ_27","SCQ_28","SCQ_29","SCQ_30","SCQ_31","SCQ_32","SCQ_33","SCQ_34","SCQ_35","SCQ_36","SCQ_37i","SCQ_38","SCQ_39","SCQ_40","SCQ_41i","SCQ_42","SCQ_43","SCQ_44","SCQ_45","SCQ_46","SCQ_47","SCQ_48","SCQ_49","GHA1","GHA2","GHA3","PEB_M1_1","PEB_M1_2","PEB_M1_3","PEB_M1_4","PEB_M1_5","PEB_M1_6","PEB_M1_7","PEB_M1_8","PEB_M1_9","PEB_M2_1","PEB_M2_2","PEB_M2_3","PEB_M2_4","PEB_M2_5","PEB_M2_6","PEB_M3_1","PEB_M3_2","PEB_M3_3","PEB_M4_1","PEB_M4_2","SOD_1","SOD_2","SOD_3","SOD_4","SOD_5","SOD_6","SOD_7","SOD_8","SOD_9","SOD_10","SOD_11","SOD_12","SOD_13","SOD_14","SOD_15","SOD_16","IRI_1","IRI_2","IRI_3","IRI_4","IRI_5","IRI_6","IRI_7","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10","GCS_1","GCS_2","GCS_3","GCS_4","GCS_5","Impact_knowledge_1","Impact_knowledge_2","Impact_knowledge_3","Impact_knowledge_4","Impact_knowledge_5","Impact_knowledge_6","Impact_knowledge_7","Impact_knowledge_8","Impact_knowledge_9","Impact_knowledge_10","Impact_knowledge_11","Impact_knowledge_12","Impact_knowledge_13"
3,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,5,5,4,4,5,5,5,6.21677079109596,4,3,4,3,3,4,3,4,4,5,3,1,3,1,5,1,2,3,2,2,2,2,1,1,4,2,4,2,2,5,1,3,4,4,5,5,5,7,7,3,1,1,3,2,2,2,5,4,2,5,5,5,6,5,5,5,5,6,4,4,4,4,1,1,1,6,4,5,5,6,1,6,5,4,3,2,3,2,3,3,"3","3","3","3","3","3","3","3","3","3","3","3","1"
4,4,4,4,4,3,2,2,3,3,3,3,2,3,4,3,2,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,1,3,4,4,4,3,1,4,1,4,1,1,4,4,4,4,4,1,1,4,1,1,1,1,1,1,1,1,5,1,1,1,7,-0.132514534735316,4,1,1,4,4,4,4,4,2,4,4,4,4,6,4,5,4,4,4,4,4,3,3,3,3,3,2,2,2,6,5,4,3,5,2,6,3,2,3,2,3,"3","2","3","3","2","2","2","3","2","2","2","3","2"
3,2,4,2,4,3,3,4,2,4,3,4,5,4,4,4,4,4,3,3,2,3,5,2,4,2,4,5,4,4,3,3,4,3,2,2,2,4,2,4,3,3,4,1,5,1,1,4,4,3,3,3,1,1,4,1,1,4,1,1,1,3.00272894633485,-1.01131576533714,-1.72671581840406,2.61214950204668,0.0704670230321227,5.49599874817567,1,3,4,1,1,4,1,6,2,4,5,4,2,6,6,4,1,4,4,2,6,4,4,4,3,2,2,2,5,3,4,7,7,4,4,6,3,2,2,3,2,2,2,"3","3","3","3","2","3","3","3","3","2","3","3","1"
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,3,3,4,4,4,2,2,4,3,4,2,4,4,4,3,3,3,3,1,4,2,3,6,4,4,1,7,1,6,1,5,1,7,2.35150673232935,2,7,1,4,5,4,5,5,2,5,5,6,6,5,4,6,6,6,3,4,4,3,4,2,2,2,2,5,5,7,4,5,5,5,4,4,3,1,3,2,1,"3","2","3","3","3","3","3","3","3","3","3","3","3"
4,4,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,3,3,4,5,3,4,4,4,2,3,3,4,3,4,3,4,3,4,4,3,4,3,2,3,5,3,2,2,2,2,5,5,3,3,2,1,4,4.47212480186323,1.60940390245754,5.83605525388464,1.64769919489357,7.6378587777004,0.941004808837702,3.6134399427957,-2.2917350389603,5,1,1,2,2,4,2,5,4,4,2,4,5,6,5,5,4,5,6,3,4,3,4,2,2,2,4,1,5,4,4,4,6,2,6,5,3,1,3,2,2,"3","3","3","3","2","2","3","3","1",NA,"3","3","1"
5,5,4,5,5,3,5,4,4,3,4,2,3,4,5,4,4,4,5,5,5,4,4,4,5,3,5,5,5,5,3,5,2,4,5,4,4,5,4,5,3,3,4,1,5,1,3,1,2,2,3,2,1,5,3,3,3,5,4,4,4,2.34145527114883,1,5,1,5,1,5,5,5,1,1,4,3,4,3,4,3,2,3,5,5,5,5,5,5,4,5,4,4,5,4,1,2,1,7,1,5,5,1,1,5,5,5,6,3,2,2,2,3,"3","3","3","3",NA,"2","3","3","1",NA,"3","3","1"
5,1,5,5,2.90680465520759,4,3,5,5,5,4,5,4,4,4,2,3,4,5,3,5,5,5,4,4,2,4,5,5,5,3,3,3,3,5,2,5,5,5,5,4,1,4,4,5,4,4,3,3,1,1,1,4,7,1,2,5,1,4,6,7,1,1,1,1,1,5,7,1,3,1,1,2,1,3,5,4,1,1,3,5,6,6,5,6,5,2,6,4,4,5,4,3,2,2,2,1,3,5,4,7,5,5,2,1,2,2,1,3,3,"3","3","3","3","3","3","3","3","1","2","3","3","1"
5,5,4.4371580417627,5,5,4,5,4,3,4,2,4,4,5,4,4,5,4,5,4,5,4,5,3,2.92321537004252,4,3,4,4,4,3,4,4,4,5,2,3,4,4,4,4,3,4,3,4,3,3,4,4,1,1,1,7,6,7,6,5,7,7,7,6,7.36321209843072,1.18440078839078,9.07574316004329,9.74516874831567,4.62454759829032,7,7,6,6,7,7,4,4,4,4,4,4,4,4,5,5,5,4,6,5,4,4,4,4,4,4,4,2,4,5,1,4,6,6,4,5,2,5,4,2,2,1,3,3,"1","3","3","3","3","3","3","3","3","3","3","3","1"
3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,5,3,4,2,5,4,4,4,4,2,2,4,4,2,3,4,4,4,4,2,4,3,4,2,4,3,4,3,3,3,1,1,3,1,1,5,5,1,3,0.814804493834505,1.3077047686643,-0.17048738266769,0.896286454081276,-0.549379551744658,1.23299440954469,5.32818575721539,6.78924136813381,2,1,1,3,4,3,5,2,2,2,3,4,5,5,5,4,5,4,7,3,3,4,3,3,3,3,3,3,3,6,4,5,3,5,3,5,3,2,3,2,2,"3","2","3","3","2","2","3","3","1","2","2","3","1"
3,1,5,4,3,4,5,5,4,4,4,4,4,4,5,3,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,3,4,4,3,2,5,3,4,4,3,4,3,5,3,3,3,5,2,2,5,6,1,2,4,4,6,4,2,6,6,4,4,4,6,4,5,4,5,1,1,3,2,4,3,4,2,3,3,4,5,5,5,5,4,4,5,3,4,3,3,2,3,3,4,3,4,4,3,4,5,3,5,3,2,3,3,2,2,"3","3","3","3","2","2","3","3","2","2","2","3","2"
4,5,4,4,5,5,3,3,4,5,4,4,5,4,3,3,4,5,5,4,5,5,5,3,5,4,3,5,5,4,4,3,5,4,4,3,4,5,4,5,3,1,4,4,5,2,4,3,3,2,2,2,5,1,5,5,4,6,4,6,4,5.41008662667412,7.26178512577431,3.45693021948756,4.39291588798788,5.2743096101925,6.86450009524088,7,5,5,1,1,4,5,4,5,5,5,1,4,5,5,5,4,5,5,6,5,3,3,4,3,2,3,3,5,3,5,2,6,5,5,5,5,5,3,2,3,2,2,"3","3","3","2","3","1","3","3","1","3","3","3","1"
4,5,4,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,2,4,5,5,3,3,2,3,5,3,4,3,4,2,3,4,2,3,4,4,3,2,1,4,1,4,1,4,3,2,3,3,3,1,1,2,1,5,1,1,1,2,1,1,1,1,5,2,7,6.80274688256038,1,1,1,5,5,5,3,4,4,2,5,4,5,7,4,6,5,2,5,2,4,2,2,4,4,4,2,3,1,6,5,5,3,1,1,6,4,1,4,1,1,"3",NA,"3","3",NA,NA,"3","3",NA,NA,NA,"3",NA
4,4,3,4,4,4,3,4,2,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,3,1,3,4,5,4,3,3,2,3,3,3,2,3,1,4,3,1,4,2,4,1,3,3,5,3,4,3,5,1,1,1,3,1,1,4,1,7,1,5,1,7,7,7,-9.35209645680879,4,1,1,5,2,5,2,4,4,4,4,3,3,3,3,4,3,4,3,3,3,4,4,2,3,3,4,5,4,5,4,4,5,4,2,5,3,2,2,2,2,"3","3","3","3","3","3","3",NA,"2","2","3",NA,"1"
3,4,4,3,4,5,2,5,4,3,3,4,5,5,4,4,4,5,4,3,3,2,3,4,5,2,5,4,4,5,4,3,3,3,4,2,2,3,1,5,3,1,3,4,3,1,3,4,1,1,2,2,4,4,1,1,5,6,4,1,4,10.4002996407041,8.52270935799332,5.90663715879312,1.21058016821129,8.12082588570655,7,7,-11.2887419195445,4,1,1,6,4,7,7,6,5,6,3,4,3,3,4,4,5,1,2,3,3,4,1,5,5,4,4,6,6,4,7,4,5,2,7,6,4,1,3,1,1,"3","2","3","3","3","3","3","3","2","3","3","3","2"
5,5,3,5,5,4,4,2,4,4,3,4,5,5,4,4,5,3,5,5,5,5,4,5,3,4,3,5,4,5,3,3,2,5,3,5,5,3,1,3,4,1,5,3,5,3,1,3,4,4,4,4,1,1,2,2,1,2,1,1,1,1.76577262735123,1.09016086333801,6.75207686096719,4.14566249296523,4.60421858291347,0.905361683789705,1,1.86451178017098,6,1,1,2,3,4,5,4,1,4,2,5,5,7,6,7,6,6,5,2,2,3,2,3,4,4,3,3,3,5,3,3,3,5,4,5,2,2,3,2,2,"3","3","1","3","3","3","3","3","3","3","3","3","1"
3,5,4,4,3,4,4,4,4,4,5,3,4,4,5,4,4,5,3,2,3,3,4,4,5,3,4,4,4,4,4,3,3,3,4,4,3,5,4,5,4,4,4,2,4,3,3,5,4,3,3,3,2,2,2,5,6,5,5,4,5,3,5,2,2,6,3,4.79489985991281,2.91921511349389,6,1,1,4,3,4,2,5,1,4,4,4,4,5,4,5,5,5,5,4,4,4,4,2,2,2,3,2,2,4,5,3,6,5,5,4,2,3,2,1,1,"2","3","2","2","1",NA,"1",NA,"1","2","3","3",NA
3,4,4,4,4,4,4,5,4.17464952276557,4,5,5,5,4,4,3,5,4,4,4,5,5,4,5,4,3,4,5,5,5,3,3,2,3,4,3,3,4,3,4,4,1.37532467510766,4,2,4,3,2,3,4,2,2,2,2,1,3,1,2,3,1,6,4,4,2,6,3,7,3,3,-2.710393315637,2,1,1,3,1,4,1,4,2,2,4,4,4,5,5,5,4,3,6,4,4,4,4,2,2,2,6,4,3,3,5,1,5,6,1,5,3,2,2,2,4,"3","3","3","3",NA,"3","3","3","1",NA,NA,"3","1"
3,3,4,4,4,4,2,5,3,4,4,3,4,4,3,4,4,4,5,2,3,3,4,4,3,2,3,3,2,5,3,3,3,3,2,3,4,2,4,3,4,1,5,1,5,2,1,2,2,3,4,3,5,3,5,1,3,3,2,2,2,4.88973066575072,-2.00796928291974,4.42708616012068,5.31287700997883,4.98196141873853,5.89860601877393,6,2,3,1,1,4,2,4,4,4,3,3,5,5,5,5,4,5,4,3,4,3,3,3,2,5,4,4,5,7,4,6,7,1,4,3,4,1,3,3,2,2,2,"1","2","3","3","2","3","3","3","1","1","2","2","1"
3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,5,5,5,5,5,5,5,4,3,3,3,3,4,4,3,5,4,2,4,4,5,2,4,3,4,2,2,2,1,1,1,1,1,1,1,1,1,5.57167386105751,2.91255225697662,2.80324088857641,1.13491853610687,4.67196786714587,2.56595370488284,6.57825112863939,7.13319894495304,0.945107939912194,1,1,4,2,2,3,4,4,4,3,7,6,7,7,7,7,6,6,3,4,3,4,2,2,3,3,2,3,6,3,5,6,3,4,4,2,3,2,3,3,"3","3","3","3","2","3","3","3","2","2","3","3","2"
5,5,4,5,4,5,4,4,5,4,5,5,5,4,4,4,4,5,4,5,5,5,5,5,4,2,3,5,5,4,4,2,5,2,4,2,4,5,5,5,4,1,4,2,4,2,2,3,4,1,1,1,1,1,1,7,5,6,3,1,5,-1.73252311553021,0.655167016392688,4.6388597097039,5.69618183509442,5.18670433876451,7.37128721298519,7,5.36911703796437,6,1,1,3,6,6,5,4,3,3,6,5,5,5,6,6,5,5,3,2,2,5,4,4,4,2,1,1,3,6,6,7,6,3,5,5,3,2,3,1,2,"3","3","3","3","3","3","3","3","1","3","3","3","1"
2,4,4,5,5,5,3,4,4,3,3,4,3,4,4,3,3,3,4,5,4,5,5,4,3,3,4,5,5,2,3,4,1,3,4,3,4,5,5,4,2,3,5,5,5,2,1,4,2,1,2,4,2,2,5,5,4,6,1,1,5,2,2,2,1,7,2,7,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,2,1,5,1,7,3,7,4,6,3,7,3,2,3,2,2,"3","3","3","3","3","2","3","3","1","3","3","3","1"
4,4,4,3,4,4,3,5,3,2,3,4,3,4,3,4,3,4,4,2,5,4,4,4,5,4,5,3,4,5,3,4,2,2,3,3,3,4,5,4,2,1,4,2,3,2,3,3,3,1,1,1,1,3,1,3,6,5,5,1,1,1,5,3,1,7,1,1,1,3,1,1,3,4,6,3,5,4,4,4,6,5,5,5,5,5,6,5,4,3,4,4,4,2,4,3,4,3,5,3,6,5,5,3,6,2,3,1,3,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,5,4,4,3,5,4,5,4,4,5,5,4,4,5,4,4,5,5,3,5,4,4,4,3,5,3,5,5,5,3,4,3,3,2,2,2,2,2,4,2,1,5,1,5,1,1,3,2,2,2,2,5,1,3,1,4,5,3,4,5,2.89155171654201,3.16199708686109,0.418993681529853,2.39091548027172,5.37814407536363,1.47944437660095,7,3.51784392241687,6,1,1,3,1,5,4,6,2,4,4,6,4,5,6,5,6,4,6,2,3,1,3,1,1,1,4,1,3,6,4,4,4,5,5,6,4,1,4,1,1,"3","3","3","3","2","2","3","3","2","2","3","3","2"
4,5,4,4,5,4,3,5,5,5,5,5,3,5,5,3,4,4,4,5,5,4,5,4,5,3,5,5,5,4,3,5,3,3,3,2,4,5,5,4,5,3,4,3,5,2,2,3,3,2,1,2,1,1,1,6,2,5,1,1,4,3.67672552615955,-0.208078709061817,-0.32163183302135,1.20605119743086,3.95098252214609,4.05395991531158,4,7,4,1,1,1,1,3,1,4,3,4,4,4,4,6,5,6,6,4,7,4,4,4,3,2,2,2,3,2,4,6,4,4,5,3,4,5,2,3,2,2,3,"3","3","3","3","3","3","3","3",NA,"3","3","3","1"
4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,3,2,4,4,4,5,4,4,4,3,3,3,4,3,4,3,3,3,3,3,4,3,3,5,3,2,2,2,4,1,3,4,4,5,4,1,4,2.24154126601275,1.81397805892463,-0.288593520479969,1.0546810174098,3.76341487466907,1.63204436346074,7.06990867438371,-0.826776338488276,1.5897183522605,1,1,4,4,4,4,5,4,3,2,5,5,6,5,5,5,5,7,3,3,3,3,3,3,3,2,4,3,6,2,6,3,6,4,7,4,1,4,1,1,"3",NA,"3","3",NA,NA,"3","3",NA,NA,"3","3","1"
2,3,4,4,4,5,4,3,3,2,4,4,3,3,3,4,2,4,3,3,5,3,4,4,4,2,4,4,4,5,4,2,2,4,4,2,4,2,2,5,2,1,4,1,5,1,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,-0.506756372804572,1.03047512276529,3.1433941363287,2.70802040119758,2.25952890348438,1.98038489274189,4,-4.3686935846003,5,1,1,5,2,3,3,3,4,2,5,5,5,6,5,5,4,5,4,3,2,4,2,3,3,4,2,1,3,3,2,4,3,3,2,5,4,1,4,1,1,"3","3","3","3","2","2","3","3",NA,NA,"3","3","3"
3,5,4,4,4.00797418368229,4,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,2,2,3,2,2,4,4,2,4,1,4,2,3,2,2,4,4,2,2,2,2,2,2,4,2,3,3,1,2,2,1,2,1,6,2,5,6,3,1,1,4,5,5,5,4,2,3,4,5,5,6,5,5,5,6,6,3,4,4,4,2,2,2,2,5,5,5,6,5,5,6,3,5,3,2,3,1,2,"3","3","3","3","3","3","3","3","1",NA,"3","3","1"
4,5,5,4,3,5,4,4,3,4,4,4,3,4,4,3,4,4,4,3,5,4,5,4,4,4,3,4,4,4,3,4,2,4,5,4,4,5,2,5,4,4,4,3,5,1,3,3,2,4,4,3,4,4,2,2,6,6,1,4,4,4,1,5,2,6,2,7,6,6,1,7,3,2,5,4,3,2,2,4,6,6,6,6,6,5,5,6,2,4,4,3,2,2,2,3,2,4,4,5,3,5,3,5,5,3,1,3,2,3,"1","2","3","3","2","3","3","3","1","3","3","3","1"
5,5,5,5,4,5,3,4,4,4,4,4,4,3,4,4,4,4,5,4,5,5,4,4,5,4,3,4,5,5,4,4,4,3,4,4,4,5,4,4,4,2,4,2,4,2,2,4,2,3,2,2,1,1,2,5,3,5,1,4,5,1,1,4,5,6,5,7,1.98318037340271,5,1,7,2,1,4,3,5,1,3,3,5,5,5,5,6,6,3,6,4,4,4,4,2,2,2,3,2,5,3,3,6,5,2,6,3,3,2,3,2,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,5,4,4,5,5,4,5,3,3,5,4,4,3,5,3,3,4,5,3,5,4,4,4,3,4,3,4,5,4,4,5,2,5,3,3,2,4,5,3,3,1,3,2,3,2,5,3,1,3,3,2,5,1,1,5,2,3,1,1,1,-2.1990873375311,3.43580642676781,3.62311915041591,-5.54915461141212,3.32517094355156,-2.73834157208173,6.59553038574733,8.25176374640357,1,1,1,6,4,6,5,6,5,6,4,5,5,4,5,6,1,4,5,3,3,4,3,4,3,3,1,5,3,7,2,7,3,5,2,6,4,1,4,1,1,"3","3","3","3","3","3","3","3","1","3","3","3","3"
5,5,4,3,4,5,4,5,4,5,5,5,4,4,4,2,5,4,1,3,5,5,5,4,2,2,4,5,4,5,4,4,2,3,4,2,4,5,5,5,2,4,4,2,5,1,4,4,2,1,1,1,1,7,3,6,7,6,5,1,5,1,7,1,1,7,3,7,7,5,1,1,3,5,3,5,5,3,2,4,5,6,6,5,5,3,3,6,4,4,4,4,4,2,1,2,2,1,5,3,6,5,6,2,6,4,1,3,1,2,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,1,5,5,4,5,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4,5,4,5,3,4,4,3,4,3,4,4,4,5,3,1,4,2,5,2,3,3,4,3,3,3,1,1,2,2,4,5,1,1,4,1,3,1,5,6,5,7,1.24942265152596,3,1,1,2,2,4,2,3,3,3,3,5,5,5,5,5,4,5,5,4,4,4,4,2,2,2,2,2,3,5,5,5,5,4,3,4,3,2,3,2,2,"1",NA,"1","3","3","3","3","3","1","3","3","3",NA
3,4,4,4,4,3,4,4,3,3,4,3,4,3,4,3,2,4,2,5,4,4,4,5,3,4,4,4,4,3,1,4,4,1,3,3,4,4,4,5,5,1,4,2,4,3,2,4,4,3,3,3,6,2,3,3,7,1,2,1,2,1,2,2,2,6,5,1,7.5915101170596,1,1,1,3,5,3,5,6,5,5,5,1,4,5,5,3,5,1,6,3,4,4,4,2,2,2,5,3,2,5,6,3,5,5,2,5,3,1,3,2,3,"3","3","3","3",NA,"2","3","3","1","3","3","3","1"
4,4,4,4,5,5,4,4,3,5,4,4,4,4,5,4,4,5,2,3,5,5,4,2,3,4,5,5,3,4,3,3,2,3,5,3,5,4,5,4,4,3,5,1,5,1,2,3,1,1,1,3,6,3,3,6,6,3,6,7,6,7,1,4,4,7,2,7,6,6,1,7,5,3,4,3,2,3,2,4,4,2,4,5,5,3,4,5,3,3,4,4,2,2,2,2,2,4,6,4,6,6,6,5,3,2,3,2,2,3,"1","3",NA,NA,"3","3","3","3","2",NA,NA,"3","1"
3,5,4,5,4,4,3,3,4,4,4,4,5,5,5,4,4,3,3,3,4,3,4,5,4,4,5,5,4,5,3,3,5,3,4,4,4,5,4,5,3,3,4,3,5,2,2,4,3,1,1,1,7,1,7,4,3,3,4,7,7,6.29577121375194,12.9822050325497,5.55779420057106,8.08362292539342,10.7409116880109,6.56688069952727,2.44951100439701,0.893526415715399,7,1,1,4,2,5,3,5,4,3,2,5,5,5,5,6,5,6,6,3,4,4,4,2,2,2,1,6,2,7,6,6,6,7,1,7,3,2,3,2,2,"3","1","3","3","3","1","3","3","2","2","2","3","1"
3,4,4,4,4,4,3,4,3,3,3,4,3,3,4,2,3,4,4,3,4,4,4,5,4,3,3,5,4,4,3,3,3,3,4,5,3,4,2,5,2,1,5,2,5,3,1,4,4,2,1,2,1,1,3,4,5,5,3,1,5,3,4,4,2,5,3,7,3,3,1,1,2,2,5,2,3,3,2,2,4,4,5,4,4,4,3,6,4,4,4,3,2,2,2,3,3,4,5,4,5,4,5,4,4,3,2,3,2,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,1,5,5,4,5,4,4,5,4,4,5,5,4,4,4,4,5,4,3,5,4,5,3,4,5,4,5,4,5,5,5,4,4,4,2,4,4,4,4,2,1,5,3,4,3,5,4,4,3,3,3,6,6,5,3,4,6,5,5,5,1.47965157091223,2.32649263998621,4.54235512655646,4.53074409230317,4.876845628139,1.33039013010355,2,2.75877132170646,3,7,1,3,3,6,3,4,2,2,4,6,6,6,6,6,6,6,6,4,4,4,4,2,2,2,5,5,6,7,6,4,5,2,4,3,2,3,2,3,3,"3","3","3","3","3","3","3","3","1","3","3","3","3"
5,4,5,4,5,5,4,5,4,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,3,3,3,5,4,3,4,4,4,5,3,1,3,3,4,3,2,3,4,1,1,1,1,1,1,1,2,1,1,6,1,1,4,3,4,6,4,7,2,2,1,1,3,3,3,4,4,3,2,3,6,5,6,5,6,5,6,5,4,3,4,5,1,3,1,1,4,3,7,4,7,7,3,3,5,4,1,4,2,1,"3","3","3","3","3","3","3","3","1","3","3","3","3"
4,5,4,5,4,4,4,4,4,5,5,5,5,4,4,5,5,4,4,4,5,4,4,4,4,3,4,5,5,5,4,5,5,4,4,4,4,5,4,3,3,2,4,2,5,2,5,4,5,2,2,2,4,2,4,3,4,6,4,4,4,4,4,1,4,4,4,3.47135294977546,2.51243010878834,4,1,1,1,1,1,1,1,1,1,1,6,7,7,6,6,7,5,7,3,4,3,3,2,2,2,3,3,2,3,5,4,4,5,5,3,3,1,2,2,2,"3","3","3","3","2","3","3","3","1","2","2","3","1"
4,5,4,5,4,4,1,3,3,3,2,5,3,2,4,2,2,3,4,4,4,4,4,4,2,3,3,4,4,3,5,4,3,2,3,3,3,2,1,3,2,1,4,1,4,1,3,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,2.44564042871453,5,1,1,5,4,7,5,3,4,2,4,2,2,4,3,3,5,2,7,1,1,3,2,5,5,5,3,2,2,5,4,4,2,5,3,6,4,2,4,1,1,"3","3","3","3","3","3","3","3","1","2","3","3","1"
3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3.30544523268759,4,4,4,3,4,4,4,3,4,2,3,4,4,4,3,3,3,2,4,2,4,4,2,4,2,1,3,2,4,2,3,2,2,2,2,2,1,1,2,1,2,5,1,4,1,1,4,1,5,5,5,5,0.574554299740387,3,1,1,3,3,4,3,3,4,2,3,5,5,5,5,5,4,4,5,3,2,3,3,2,2,2,2,3,3,6,3,6,3,6,3,6,4,1,4,1,2,"3",NA,"1","3","3","3","3","3","1",NA,"3","3","1"
3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,2,4,4,4,4,4,2,4,3,4,3,3,4,3,4,3,1,4,2,4,2,2,2,3,4,4,4,4,1,3,4,5,1,1,4,4,0.394274788935072,6.28304255733389,4.22747249536409,1.06231318917816,6.41022035267326,5.50990817459697,3.76891518954072,-0.548427584569477,3,1,1,3,4,5,3,4,4,3,4,5,5,5,4,5,4,4,5,3,3,3,3,4,4,4,2,3,3,5,2,5,4,5,4,6,3,2,3,2,2,"3",NA,"3","3",NA,NA,"3","3",NA,NA,NA,"3","1"
3,2,3,3,5,4,5,4,4,1,4,5,4,5,4,4,5,5,3,3,3,3,4,3,3,5,2,2,3,5,4,3,5,2,4,2,3,3,4,4,3,2,3,2,3,3,2,3,3,2,3,3,4,1,5,6,5,3,3,1,5,0.571500603437657,8.91120835962014,6.215754816755,2.34170355026052,9.31759800428811,5.48221216646456,7,0.0599896203748771,2,1,1,4,5,5,5,6,4,4,3,4,4,5,4,6,5,6,6,3,3,4,3,3,3,2,4,6,4,6,4,4,4,3,2,5,3,2,3,1,2,NA,"3",NA,"3","3","3","2","3","2","3","3","3","1"
2,4,5,4,4,3,2,2,3,3,4,4,2,3,4,4,3,4,3,3,3,3,5,5,3,2,2,3,4,4,3,4,2,2,4,3,3,3,4,2,2,1,4,2,3,2,3,3,4,3,3,4,1,1,4,4,2,1,4,1,2,1,1,1,2,2,2,5.58268408826268,1,4,1,1,4,3,5,4,3,3,4,3,4,4,5,5,4,3,4,4,3,3,2,2,3,3,3,4,2,3,3,4,4,4,4,6,3,2,2,2,2,3,"3",NA,"3","3",NA,"3","3","3",NA,"3",NA,"3","2"
4,4,4,5,4,4,3,3,3,5,5,5,3,3,4,4,4,5,4,4,4,4,4,3,4,4,3,5,5,4,4,4,2,2,3,2,4,3,3,4,2,2,1,2,2,2,2,3,2,2,2,2,4,1,4,4,1,2,1,4,2,2.97569079060851,0.315786553727497,2.79169862000654,4.30089814057058,2.34157870897203,1.27601088443937,7,10.408517323411,4,1,1,5,5,1,5,1,2,2,1,7,7,7,7,7,6,6,7,3,2,3,3,4,2,2,1,5,4,7,6,6,4,6,2,2,4,1,4,1,1,"3","3","3","3","2","3","3","3","1","2","3","3","1"
4,4,4,4,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,3,3,3,4,5,3,4,2,4,5,4,4,2,3,4,3,4,3,2,3,2,4,2,2,4,3,2,2,2,5,1,6,4,3,4,4,7,6,1,10.768648774115,1,6,10.397024383465,6,2,6.3386994724566,2,1,1,1,3,2,2,6,1,7,4,7,7,7,4,7,6,6,7,2,3,3,2,3,3,2,1,3,1,7,5,7,3,5,4,5,4,1,3,1,2,"3",NA,"3","3",NA,"3","3","3",NA,NA,"3","3","1"
4,4,5,4,5,5,4,5,4,4,4,4,4,5,3,4,5,4,5,5,5,5,5,4,4,3,4,4,5,4,4,4,3,3,4,3,4,3,4,4,3,1,5,2,4,3,1,4,3,3,2,2,1,1,2,4,4,7,1,1,1,2.29307086289584,1.81708909098447,0.0864615851245385,1.59239055435448,0.690863895420825,0.304289311349228,7,9.64053136306147,-2.95401732793824,1,1,4,2,4,4,5,1,4,4,6,6,6,6,6,4,5,7,4,4,3,3,2,2,2,1,2,1,7,1,2,4,6,2,7,4,1,3,1,1,"3",NA,"3","3","3",NA,"3","3",NA,"3","3","3","1"
